,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,class
147095,88112.0,-0.141316492,0.332389357,-0.738506214,-0.371835985,0.375103594,0.887165851,-0.344716221,0.720543258,0.757861351,-1.112141941,-0.521989521,0.827077345,0.531911884,-1.632804824,-1.965420444,0.716651755,0.243478062,1.199860568,0.2004592,-0.262144652,0.277383145,1.064977534,0.085728947,-0.356493268,-0.522953368,0.618120356,-0.14025202,-0.070171709,45.0,0
155732,106237.0,-1.12071683,0.961808828,3.265716546,3.510261703,-0.290496069,1.245300985,0.066034811,0.318752898,0.637385427,0.035727129,-1.000467643,-3.267335672,0.912971408,0.643261056,-2.205135183,0.73461861,0.343008502,0.371861076,-1.080589291,-0.153351364,-0.185904657,-0.20989421,-0.236998839,-0.055443113,0.261984473,0.030773161,-0.050042285,0.086052007,82.68,0
78914,57769.0,1.469452231,-0.832184793,0.283260946,-1.412969273,-1.12107794,-0.69851686,-0.678606194,-0.207882278,-2.183201295,1.357797157,0.014663252,-0.300475936,1.179928049,-0.254165755,0.667254698,-0.758730863,0.797304768,-1.121497113,-0.341847208,-0.301432431,-0.605044913,-1.388770623,0.30545739,0.013262347,0.036272244,-0.615585175,0.037486902,0.024372152,21.85,0
273713,165668.0,-1.402702095,-0.211824781,1.592146577,-0.328985409,-0.042194713,-0.861325145,-0.678866068,0.602957694,0.529504649,-1.20964384,-1.269800656,0.255894927,0.088714972,0.042166695,0.49350289,0.523726249,-0.565109071,0.499572146,-0.458123335,0.028943677,0.280812237,0.449638669,-0.102154185,0.042645024,-0.415128464,-0.448540409,0.086137133,-0.039904038,5.56,0
176610,122841.0,-2.152920086,-1.790556434,0.299174167,-2.482749869,2.289881385,0.686415947,-0.485556041,0.500584968,0.97824585,-1.082062248,0.601667524,0.838682697,-0.141107556,-0.060108435,-0.062464082,0.034102079,-0.626531764,-0.699046112,-1.496698046,-0.519399471,0.22774627,0.863490218,-0.120091599,-0.853119144,-0.659143304,0.474060501,-0.115105892,0.528985566,99.0,0
24866,33417.0,1.326714476,-1.41842735,-0.374190345,-1.609996848,-0.956700123,-0.095490736,-0.762462449,-0.093387503,-2.084962287,1.58790723,0.10647997,-0.819034557,0.204540784,0.011222184,-0.052682319,0.057813683,-0.101336262,0.905842398,0.448928053,-0.05042181,-0.101191831,-0.226583019,-0.297452301,-0.837680489,0.586087267,-0.072786612,-0.012306558,0.015021332,140.75,0
150190,92774.0,1.768787349,-1.014764663,-1.631619889,-1.140010618,-0.282435218,-0.903636573,0.115792436,-0.379681744,2.943803211,-1.226216998,1.509836935,-0.978760777,1.66480452,1.7626072,-1.396206525,-1.050039294,0.547636723,0.567910067,1.14632117,0.100450402,0.143816447,0.678114468,-0.25758685,-0.289288083,0.347408904,-0.022701181,-0.072202618,-0.057924935,173.25,0
123175,76837.0,0.79868191,-0.800506682,1.612965292,2.810986568,-0.988948286,1.991530454,-1.228439672,0.682467856,1.086475761,0.365931579,-1.142139385,0.355855731,-0.785695793,-0.959823977,-2.411675277,0.705580767,-0.536977979,0.922008748,0.142001783,0.116613434,0.117507073,0.417418847,-0.391255383,-0.797355046,0.514656552,0.292626421,0.055679138,0.041565521,151.33,0
108194,70806.0,-0.5060744,0.542207659,1.465392999,0.238817962,0.209024005,0.390514636,0.326406575,0.398266059,-0.645851476,-0.217231038,1.38337258,-0.539281755,-2.352911377,0.962238773,1.228811131,-0.496215539,0.377509988,-0.215146593,0.206709793,-0.075152768,0.136808581,0.265356753,-0.175764411,-0.310417212,0.182938944,0.583118784,-0.045712565,-0.043898648,24.38,0
203251,134735.0,-0.696654856,1.104651511,0.084440572,-1.046434578,1.192305797,-0.676416233,1.193634081,-0.165981238,-0.176671678,-1.163672636,-0.911010437,-0.499096653,-0.557964009,-0.946728951,-0.402330715,0.453565499,0.239055958,-0.233718479,-0.618515321,-0.199578888,-0.264955209,-0.887245462,-0.038691167,0.403183628,-0.222722055,0.051291998,-0.226995762,0.179247538,8.99,0
173457,121490.0,2.200514693,-0.981417877,-2.571313894,-1.944384943,1.855707472,3.231503344,-0.989634029,0.75661041,-0.529955246,0.785576754,0.079114449,-0.371735426,-0.050601228,0.087632766,0.178133833,0.678793951,0.26376475,-2.020494503,0.713287998,0.019595811,-0.07579598,-0.302221123,0.32723921,0.690667219,-0.140493864,-0.384764475,-0.009278945,-0.064307363,7.95,0
39400,39819.0,-0.562255054,0.718948513,1.424442079,-0.129095969,-0.192708399,0.005084365,0.079575438,-0.623833669,0.418522917,-0.645415737,-0.965088059,-0.364045135,-1.485236453,0.033333699,-0.249247757,-0.74836959,0.550681094,-0.702117639,0.114424694,-0.35624168,0.803134748,0.068523684,-0.008134289,0.096944652,-0.459335013,0.598579844,0.156846111,0.149310311,1.0,0
92815,64121.0,-0.723444817,1.531891311,1.047454806,0.541509733,-0.46088446,-1.101589902,0.304694788,0.249074582,-0.71993604,-0.464976028,0.153603938,0.621082102,1.047887067,-0.258120188,1.117392419,0.108951695,0.480449829,-0.244415912,0.420154663,0.114953089,-0.168175721,-0.525471656,0.079221333,0.691376741,-0.25185099,0.138516406,0.013124378,0.044159285,2.69,0
240816,150761.0,2.055221686,-0.876600971,-0.587880233,0.408981121,-0.631641838,0.591781716,-1.109502491,0.233134418,-0.022175569,1.158301716,-0.667022304,-0.073130776,-0.478661786,0.016671959,-0.405140145,-0.819377696,-0.855495348,2.462479696,-0.770390863,-0.660936264,-0.138737499,0.22205115,0.034282877,-1.161501961,-0.039077182,-0.432820947,0.077069816,-0.048531654,19.6,0
223547,143423.0,0.025745826,0.212243898,0.540106233,-1.107920131,-0.043471538,-0.22546257,-0.227837176,0.076292997,-1.230875857,-0.219824779,1.076009015,-0.31889101,0.649434852,-2.031008538,-0.160900593,1.402243403,1.358993723,0.301737896,1.551577342,0.304145903,0.397154554,1.216724217,-0.209603083,-0.465725944,-0.621245749,0.013989554,0.2401738,0.219455285,14.0,0
219827,141900.0,1.077826903,-2.753856684,-1.522144441,-0.838327516,-0.443289789,1.907616408,-0.613820052,0.451946909,-0.076868684,0.454120677,0.77656288,0.230671109,-0.192857534,-0.106898457,-0.204619591,0.551697896,0.718804881,-2.29995439,0.249508882,0.910455439,0.167833623,-0.555916829,0.012303651,-0.966250602,-0.810566588,-0.543281095,-0.047844039,0.022395512,510.84,0
72652,54793.0,-1.44558279,-0.033017337,2.986921674,2.016969522,1.227978304,1.824193496,0.148568201,0.316821888,-0.357998099,0.341665931,0.284856418,-0.013604075,-0.388770365,-0.705479487,0.623329266,-1.206108408,0.822049071,-2.030506388,-2.248744168,-0.041398902,0.176830698,1.055650258,-0.003904342,-0.610851315,0.093994933,0.230139315,-0.328633216,-0.312422302,30.39,0
198971,132738.0,-0.251399492,1.261175292,-0.414169851,-0.602807606,1.622040108,-1.398121057,2.060324546,-0.823661068,-0.287719633,-0.421720956,-0.223404027,-0.656335445,-0.74249251,-1.203954846,-0.50638068,-0.531583816,0.742090745,-0.162771345,-0.29097502,0.139177877,0.000464244,0.505566752,-0.4200732,1.110694975,0.127153732,0.55295577,-0.160385491,-0.215862217,7.55,0
56350,47384.0,-1.052021377,0.577688618,1.640203368,-0.075694932,0.76976265,-0.614043856,0.69293961,0.112219129,-0.768135864,-0.547490563,0.618568925,-0.074702188,-1.146755692,0.636021616,-0.19609363,0.520407677,-0.938875983,0.690063185,-0.411675854,-0.027889844,0.139315263,0.115040725,-0.339798879,-0.030856729,0.697368162,-0.402101715,-2.22e-05,0.055238491,23.49,0
182479,125415.0,1.986013743,0.045095811,-1.679146043,0.449706346,0.083987235,-1.192513285,0.08158338,-0.158578254,0.515079615,-0.277411091,1.259438798,0.127160984,-1.37178779,-0.267886767,0.37823586,0.375970678,0.30542371,1.03521816,-0.240242267,-0.272240347,0.248109264,0.785960593,-0.006286868,-0.080116769,0.151616101,-0.117476093,-0.01240292,-0.042578587,9.99,0
2841,2419.0,-2.617954374,-0.337693065,2.390398666,-2.294054808,-2.041378,0.354093441,0.734988251,-0.161916006,4.015299856,-0.233662664,-1.233747029,0.134600124,-1.277009724,-2.06844743,-1.109405168,-0.887924466,-0.028467406,0.054262301,0.284417311,0.18134858,-0.422593802,0.769104345,-0.19562833,0.483369219,0.980174442,0.141168484,0.68870158,0.229691972,217.0,0
26606,34164.0,-4.099095589,3.70459376,1.022314473,-1.349276012,0.103660861,-1.136257247,2.33068451,-1.833729748,4.764589395,7.767909072,1.112149529,-0.735486756,-0.572902541,-3.066764745,1.432935404,-1.0453451,-1.370562075,-0.991681582,-0.675414003,3.255458787,-1.283258127,-0.7605542,-0.086780989,0.604395176,0.5547664,-0.114318392,0.835954083,-0.523640966,8.94,0
57969,48170.0,1.315404172,-0.033577086,-1.089984306,-0.557087388,2.0299312,3.268129626,-0.534993827,0.808250098,-0.052724038,0.001148755,-0.02860893,0.073656515,0.04128483,0.425500485,1.24527653,0.640367513,-0.910236503,-0.0686981,0.255267674,0.016952154,-0.313307445,-1.068934378,0.103796606,0.992125715,0.36939816,0.110373549,-0.028302066,0.011836307,1.98,0
257380,158137.0,-0.339968368,-0.886665748,-1.055180339,-3.796949556,1.449702194,3.448823353,-1.164610618,1.371906437,-2.181366915,0.434973812,-0.608301104,-0.904398294,0.186255427,-0.099958902,-0.503045526,-0.245806277,0.279175533,-0.147986117,-1.04016479,-0.357135116,-0.091879354,-0.240617381,0.079176936,0.660443314,0.116153019,-0.269552471,-0.130935272,-0.155113702,44.95,0
110085,71673.0,-0.724275787,0.877892393,-0.544121141,-1.117415361,2.230392062,3.300566538,-0.261343522,1.256409364,-0.664356797,-0.507226899,-0.450269503,-0.125251021,0.015500573,0.595469649,0.878245028,0.556214291,-0.734249449,0.342405393,0.33374379,-0.07091158,0.062144448,-0.131971645,-0.000497384,1.021070137,-0.319386308,0.199824931,-0.13576906,0.077859478,3.69,0
17320,28626.0,-0.257785679,1.057352853,0.799766519,0.471886698,0.700411043,0.217921999,0.631527243,0.046169532,-0.693248479,0.07956415,0.042556847,-0.114016577,-0.397243515,0.542879383,0.46026055,0.221310058,-0.838333618,1.043012198,1.168515053,-0.016832904,0.141889109,0.363663601,-0.329706393,-0.835062657,-0.166091895,-0.291453492,0.029547943,0.138474403,1.5,0
7512,10257.0,-1.776800664,1.287354788,1.775423039,-1.226008559,-0.17733018,-1.198359562,0.929933815,-0.733939252,2.419797219,0.705395898,1.039516784,-2.63518156,1.489383784,0.625506304,-0.084506688,0.227701551,-0.095227701,-0.316054894,-1.058922578,0.293685673,-0.392347591,-0.318824604,0.033452983,0.674124141,-0.323568568,0.57311942,-0.313521059,-0.001383927,20.0,0
75280,55983.0,-0.885617549,-0.501480642,1.66885573,-0.645172822,-0.048071162,2.447616774,0.095991134,0.837936346,0.329617418,-1.026288243,1.356795342,1.194979488,-0.148711018,-0.317534571,-0.161930627,-1.189224447,0.962259751,-1.720976626,-0.55204223,0.255864202,0.153055646,0.467301217,0.50681944,-1.30083483,-0.984846268,0.955905479,0.116084981,0.141669266,177.44,0
1394,1079.0,-1.114720838,1.076514839,-0.695010284,-2.570389227,2.311144353,2.962517678,0.082176846,0.881408663,0.472181596,0.464360383,-0.165456051,-0.187815608,-0.113456794,-0.066180975,0.633622675,0.743671515,-1.16526691,-0.053912894,-0.426552003,0.490381615,-0.199781598,-0.528762102,-0.069945393,1.029340404,0.088503807,0.78244184,0.360887972,0.279172739,0.76,0
17293,28606.0,1.138883917,1.217455471,-1.506376471,1.529979649,1.006589937,-1.143809241,0.628239583,-0.133949501,-0.77438764,-1.437552781,2.979617747,0.53496636,0.050305478,-3.20554208,0.572099775,0.865348514,2.79059959,1.273777463,-0.987153458,-0.033691921,-0.111226837,-0.216347629,-0.174059965,-0.091563987,0.736888167,-0.296185989,0.054192734,0.086927482,5.49,0
121660,76272.0,-0.458771566,0.456964654,1.196782133,0.221166172,0.823822587,-0.639931641,0.317904581,-0.080740023,-0.569470727,-0.282431947,-1.001310994,0.099816173,1.046766886,0.05188176,1.151608896,0.140503536,-0.497979928,-0.084688321,1.033732909,0.236067162,-0.141071049,-0.514056555,0.042972889,-0.435968752,-0.60234983,0.243713373,0.109159701,0.163644203,2.5,0
192599,129772.0,1.508107004,-0.913310252,-3.022889608,0.081891658,1.282575303,0.328309778,0.989504134,-0.136422673,-0.313430866,0.156538534,0.937561786,0.649783225,-0.569647657,1.207103015,-0.059876662,-1.229640332,0.30978998,-1.29805639,-0.528480464,0.217750973,0.505429077,1.093710758,-0.40844415,-1.508677858,0.346238706,1.102862972,-0.154569255,-0.078690609,273.0,0
104210,68961.0,1.307548588,1.357103233,-1.914967937,1.440154009,1.340692802,-1.326348349,0.831449672,-0.394173328,-0.552049231,-1.580597676,0.254922421,-0.186001717,1.082872319,-3.6425312,1.014369964,1.229678521,2.341370712,1.474812597,-0.52915589,0.059428192,-0.253205166,-0.571616565,-0.324952456,-0.750590537,1.005798793,-0.245823995,0.045889399,0.090770027,1.0,0
73593,55197.0,1.251010338,0.121807777,0.47596823,0.640208753,-0.627404239,-1.030201279,-0.040512001,-0.116363813,0.285473073,-0.020894886,-0.486036106,-0.476646247,-1.276167234,0.557102714,1.206913882,0.377617325,-0.3314392,-0.346636561,-0.10999986,-0.18684765,-0.27314253,-0.87672132,0.152089174,0.336921093,0.1619001,0.099409416,-0.040244367,0.016335866,5.94,0
188201,127865.0,1.790122663,-0.676921329,-1.407382182,-0.100496932,0.53765479,1.070629509,-0.264393916,0.340203741,0.930112261,-0.189151879,0.739739624,1.068630044,-0.564679386,0.4427838,-0.117090282,-0.975382654,0.27396601,-1.230106508,-0.203450384,-0.203481731,-0.040813679,0.048373893,0.157158489,-1.62587796,-0.264068946,0.017920536,0.005489548,-0.072756307,70.0,0
57835,48096.0,-0.018147033,-1.969452924,-0.841875697,1.115809064,-0.683934742,-0.468493287,1.194864384,-0.455500207,0.008966427,-0.455746378,-0.862967606,0.565059804,0.859093842,0.172628437,0.09735195,-0.127483548,-0.214693628,-0.41975778,0.091314288,1.341078333,0.325883443,-0.4326452,-0.78742587,0.002931158,0.501853721,0.509758385,-0.17873736,0.11752192,692.0,0
111961,72453.0,-6.011187723,-8.130878685,1.437561886,2.67961769,8.163498227,-6.111719331,-4.614694966,0.37693519,0.784340592,0.39434075,-1.069890006,0.849544217,0.139750168,0.075071502,-0.813054207,-0.573404307,-0.286825294,-0.196208391,-0.547634133,2.130303597,0.726091494,-0.123817686,1.698062726,0.357722339,-0.405845889,-0.7166119,-0.23936237,0.184343162,47.22,0
7601,10517.0,1.195319087,0.540256807,0.212251741,1.392191082,-0.004926039,-0.991561425,0.364105119,-0.30589764,1.035868098,-0.357285034,1.203883328,-2.276193919,1.060493364,2.151374786,0.208609589,-0.671880932,0.917987108,-0.662228619,-1.012572753,-0.273132887,-0.089097395,0.053771285,-0.034393919,0.553829213,0.669360672,-0.336963639,-0.020878081,0.005872677,3.55,0
228143,145376.0,1.936271398,-0.284271802,-1.416765432,-0.006055536,0.783747686,0.911672509,-0.185769608,0.289260615,0.356835373,0.11756299,0.978139926,1.021639393,-0.226783565,0.569814611,0.179269915,-0.583673411,0.072546686,-1.478699657,-0.391628002,-0.304410863,-0.201439506,-0.386679302,0.336833991,-1.638700754,-0.467583179,0.310922224,-0.027343437,-0.087830124,1.79,0
64342,51115.0,1.243785765,-0.411681506,0.303946372,-1.276908496,-0.74327208,-0.707827598,-0.23070428,-0.057255324,1.673792619,-1.248474899,-0.202002768,0.954489566,-0.178234455,0.003138266,0.819564542,-1.233737254,0.537406172,-0.999371874,0.805250826,-0.129273847,-0.250376308,-0.429855874,0.053133603,0.120216219,0.398336291,-0.161179021,0.033066402,0.013127896,9.49,0
80290,58416.0,-1.201180784,0.612790132,2.75897612,0.119868373,-0.222630558,0.093224831,0.635320679,-0.734261645,1.094603729,0.663909294,0.249387781,0.534952894,0.622149924,-1.483519103,0.234797586,-0.772140853,-0.103737356,-0.914008288,-0.370085259,-0.037708034,0.015683352,0.581987749,-0.01030709,0.65913519,-0.684868257,0.063673123,-1.305415747,-0.41662509,11.5,0
41394,40661.0,-1.452236198,1.613877886,0.615400589,1.358023719,-0.289866129,-0.122683793,-0.128364793,0.915625768,-0.578598575,-0.260307707,-0.719876706,1.042104143,0.994181616,0.383440834,0.05645638,-1.036744913,0.90233279,-0.748872766,0.678942325,0.097192265,0.02667181,0.289508654,-0.123607864,0.129456001,0.025083582,-0.21914891,0.324866189,0.089844872,7.74,0
164836,117023.0,-0.724913618,0.784575406,3.747855903,4.517803389,-0.383507399,2.724675274,-0.6683494,0.539740877,0.047779472,1.965377653,-0.238012075,-0.256905903,-0.859107102,-1.44995495,-1.543641519,-0.360723231,0.283627516,0.995611114,1.814862772,0.613390435,-0.038761801,0.794138153,-0.387433494,0.782970781,0.127960661,0.570374224,0.205895369,-0.205284307,13.65,0
66964,52303.0,1.084646356,-0.875551697,-0.367728537,-1.127681412,-0.29270157,0.29631623,-0.318321476,0.155464465,1.644093527,-0.900390681,-0.509040497,0.11362543,-1.245764788,0.422846851,0.653113251,0.090743435,-0.831867053,1.279929066,1.55642332,0.12374437,8.5e-05,-0.150899261,-0.430300076,-1.394555692,0.780160813,-0.54637533,0.031403208,0.019557143,138.62,0
224515,143837.0,-0.724043742,0.446396431,0.059383343,0.794747416,1.018426271,-0.867320032,1.857634163,-0.388192714,-0.910799381,-0.547466102,-1.028437211,0.268598456,0.430272581,0.369174564,-0.706615695,-0.980498308,-0.063917192,-0.451124866,0.148431749,0.32926071,0.267377484,0.595548711,0.046155523,0.000334302,0.377926183,-0.45674632,0.085422465,0.169328758,160.86,0
123316,76881.0,1.146022945,0.252001214,0.416365187,1.390812369,-0.06291755,-0.151341871,0.153109081,-0.077644154,0.130035083,-0.160376815,-0.356493242,1.090837655,0.925140158,-0.141795317,-0.208377513,-0.771269112,0.20364066,-1.105500798,-0.378055581,-0.10210053,-0.083567197,0.024630592,-0.083520049,0.1242551,0.695188702,-0.317421297,0.044861212,0.020065533,18.5,0
242364,151461.0,2.04159792,0.109447035,-1.840697867,0.213898738,0.701280796,-0.320880599,0.125380981,-0.099794153,0.173057921,-0.229798233,0.886635703,1.012888688,0.618414939,-0.782122123,-0.528717456,0.598686617,0.051580467,0.2442197,0.479551467,-0.077173805,-0.325885918,-0.860692821,0.265174182,0.11575115,-0.221343188,0.174981967,-0.06503155,-0.041671383,10.99,0
27870,34744.0,0.412129785,-1.4216349,-1.656652571,0.622862604,1.751914294,3.765406371,0.145561278,0.73479778,0.120561619,-0.223488175,-0.536021521,0.254276502,-0.144265502,0.29123239,-0.095731531,-0.043186234,-0.497769709,0.013945515,0.222847208,0.858482931,0.083540811,-0.713357165,-0.514949264,1.032485314,0.731426905,-0.373619853,-0.057910576,0.089174064,449.0,0
176246,122685.0,1.974806929,-0.526805286,-0.407687339,0.288385809,-0.672503217,-0.194313184,-0.759432038,0.114186993,1.039126857,0.234126757,0.366602863,0.514997773,-0.549210707,0.131826437,-0.059306326,0.687727911,-0.873542093,0.779489535,0.052397418,-0.211271536,0.270996453,0.920089212,0.073143096,-0.286440494,-0.227725593,0.64457331,-0.032901577,-0.063496801,9.99,0
177617,123258.0,-1.305883232,-0.292377356,1.747558877,-1.215533449,1.266684428,0.384297016,-0.283703811,0.487846217,0.123000256,-0.921463603,-0.292396006,-0.002522639,-0.631780908,-0.095579019,-0.695448978,0.892602403,-1.145759033,0.892094691,-0.271531611,0.10238633,0.213070286,0.35584056,-0.399952748,-0.081798296,0.681543931,0.610701525,-0.048706015,0.050294734,8.04,0
51282,44872.0,1.324324574,-0.836548183,0.999455886,-0.458866453,-1.447079658,-0.084507476,-1.065551469,0.044561224,-0.042956246,0.467114553,-1.28930075,0.129153335,0.742982542,-0.686709507,0.10630109,-1.170491528,-0.035927478,1.085848373,-0.418232854,-0.404807379,-0.498339361,-0.798717401,0.062749283,-0.077368937,0.075311118,0.988300867,-0.007799395,0.020486781,25.85,0
171063,120483.0,-1.06173687,0.367318588,-0.199316519,-2.393602622,0.379603958,0.261251457,-0.437900176,0.70498702,-0.937877397,-0.684325554,0.008082779,-0.867972879,-0.216355921,-1.774527284,-0.885768822,2.441666189,0.689522425,0.494594108,0.162288752,0.101484887,0.287265872,0.657681945,-0.420798482,-0.468542368,0.140593191,-0.159995558,0.149646797,0.098655756,29.0,0
163166,115708.0,1.338296014,-1.775788576,0.48702959,0.655904652,-1.172641711,2.019405156,-1.428378762,0.663280961,2.641063093,-0.819617723,-0.906144732,1.719439864,0.916565185,-1.353478073,-0.621752237,-1.33219038,0.948431511,-1.470392822,-0.875179231,0.167698716,0.32108123,1.207936416,0.028136023,-0.920967415,-0.528193398,0.251142482,0.105627994,-0.001362336,224.41,0
281246,170028.0,0.031810436,0.734746729,0.094692507,-0.803267794,0.613507241,-0.54767341,0.843295442,0.020139478,-0.137273016,-0.216378925,0.19454638,0.195921456,-0.880102527,0.457455501,-0.971286748,0.283981937,-0.78168193,0.01187108,0.390704247,-0.066221778,-0.249553761,-0.619494896,0.012228274,-0.524086792,-0.485369776,0.153286248,0.236449119,0.080603801,4.49,0
107200,70332.0,1.448718725,-1.137681889,0.794168593,-1.298438275,-1.839897166,-0.785180192,-1.199589376,-0.163074059,-1.641257968,1.406651994,-0.471247956,-0.757697517,0.875162119,-0.548687395,0.812941664,-0.157949365,0.356288171,0.279499171,-0.44993469,-0.247779231,-0.041845925,0.248950192,-0.027186748,0.393731853,0.341269202,-0.107141465,0.048768107,0.032473578,38.4,0
190813,128992.0,-0.998677052,0.121941362,1.613253059,-2.725517445,0.2135616,-0.339424643,0.930472453,-0.002130338,1.050049505,-1.381527506,-1.442488379,-1.094807149,-1.970326269,-0.122170119,0.152382854,0.63529955,-0.940953862,-0.112084016,-0.647566119,0.132719359,-0.370237854,-1.098253477,-0.072689447,0.40603618,0.386355401,0.204951266,-0.016087506,-0.112624951,76.0,0
106642,70052.0,1.211611106,-0.044783838,-1.348533797,-0.022812517,2.212615909,3.307799135,-0.299895864,0.75251214,-0.158708018,0.053387353,-0.161362494,0.030550896,-0.014890857,0.535479178,1.110027729,0.3798386,-0.925770109,0.299141818,-0.013171112,0.074479647,0.002218879,-0.199877475,-0.175361967,1.006352295,0.831059576,-0.317715017,0.007660164,0.021513762,50.0,0
541,406.0,-2.312226542,1.951992011,-1.609850732,3.997905588,-0.522187865,-1.426545319,-2.537387306,1.391657248,-2.770089277,-2.772272145,3.202033207,-2.899907388,-0.595221881,-4.289253782,0.38972412,-1.14074718,-2.830055675,-0.016822468,0.416955705,0.126910559,0.517232371,-0.035049369,-0.465211076,0.320198199,0.044519167,0.177839798,0.261145003,-0.143275875,0.0,1
623,472.0,-3.043540624,-3.157307121,1.08846278,2.288643618,1.35980513,-1.064822523,0.325574266,-0.067793653,-0.270952836,-0.838586565,-0.414575448,-0.50314086,0.676501545,-1.692028933,2.000634839,0.666779696,0.599717414,1.725321007,0.28334483,2.102338793,0.661695925,0.435477209,1.375965743,-0.293803153,0.279798032,-0.145361715,-0.252773123,0.035764225,529.0,1
4920,4462.0,-2.303349568,1.75924746,-0.359744743,2.330243051,-0.821628328,-0.075787571,0.562319782,-0.399146578,-0.238253368,-1.525411627,2.032912158,-6.560124295,0.022937323,-1.470101536,-0.698826069,-2.282193829,-4.781830856,-2.615664945,-1.334441067,-0.430021867,-0.294166318,-0.932391057,0.172726296,-0.087329538,-0.156114265,-0.542627889,0.039565989,-0.153028797,239.93,1
6108,6986.0,-4.397974442,1.358367028,-2.592844218,2.679786967,-1.128130942,-1.706536388,-3.496197293,-0.248777743,-0.247767899,-4.801637406,4.895844223,-10.91281932,0.184371686,-6.771096725,-0.007326183,-7.358083221,-12.59841854,-5.131548628,0.308333946,-0.171607879,0.573574068,0.176967718,-0.436206884,-0.053501865,0.252405262,-0.657487755,-0.827135715,0.84957338,59.0,1
6329,7519.0,1.234235046,3.019740421,-4.304596885,4.73279513,3.624200831,-1.357745663,1.713444988,-0.496358487,-1.28285782,-2.447469255,2.101343865,-4.609628391,1.464377625,-6.079337193,-0.339237373,2.581850954,6.739384385,3.042493178,-2.721853122,0.009060836,-0.379068307,-0.704181032,-0.656804756,-1.632652957,1.488901448,0.566797273,-0.010016223,0.146792735,1.0,1
6331,7526.0,0.008430365,4.137836835,-6.240696572,6.675732163,0.768307025,-3.353059548,-1.631734673,0.154612448,-2.795892464,-6.18789063,5.664394709,-9.854484823,-0.306166658,-10.69119621,-0.638498193,-2.041973791,-1.129055877,0.116452521,-1.934665739,0.488378221,0.36451421,-0.608057134,-0.539527942,0.128939983,1.48848121,0.507962678,0.735821636,0.513573741,1.0,1
6334,7535.0,0.026779226,4.132463897,-6.560599968,6.348556673,1.329665669,-2.513478848,-1.6891022,0.303252801,-3.139409057,-6.045467798,6.754625448,-8.948178579,0.702724998,-10.7338541,-1.379519857,-1.638960115,-1.746350136,0.776744098,-1.327356635,0.587743219,0.370508651,-0.576752473,-0.669605372,-0.75990753,1.60505555,0.540675396,0.737040382,0.496699108,1.0,1
6336,7543.0,0.329594333,3.712889295,-5.775935108,6.078265506,1.667359013,-2.420168414,-0.812891249,0.133080118,-2.214311312,-5.134454471,4.560720106,-8.873748362,-0.7974836,-9.17716637,-0.257024775,-0.87168849,1.313013629,0.773913873,-2.370599451,0.269772776,0.156617169,-0.652450441,-0.551572219,-0.716521635,1.415716615,0.55526474,0.530507389,0.404474055,1.0,1
6338,7551.0,0.316459,3.809075947,-5.615159011,6.047445102,1.554025957,-2.651353112,-0.746579273,0.055586311,-2.678678542,-4.959492912,6.439053352,-7.520117393,0.386351667,-9.252307247,-1.365188415,-0.502362191,0.784426598,1.494304607,-1.808012159,0.388307428,0.208828369,-0.511746619,-0.583813221,-0.219845029,1.474752584,0.491191926,0.518868285,0.402528068,1.0,1
6427,7610.0,0.72564574,2.300894438,-5.329976183,4.007682805,-1.73041059,-1.732192568,-3.968592618,1.063728153,-0.486096552,-4.624984954,5.588723915,-7.148242636,1.680450741,-6.210257747,0.495282118,-3.599540209,-4.830324242,-0.64909012,2.250123249,0.504646226,0.589669127,0.109541319,0.601045277,-0.364700278,-1.843077692,0.351909298,0.594549978,0.099372236,1.0,1
6446,7672.0,0.7027099,2.426432806,-5.234513296,4.416661243,-2.170806216,-2.667553561,-3.878088455,0.911337122,-0.166199039,-5.009248502,4.675729419,-8.167188052,0.638559282,-6.763334391,1.296860256,-3.81175841,-3.754128066,-1.049177402,1.554197263,0.422743129,0.551179689,-0.009802357,0.72169823,0.473245751,-1.959303771,0.31947554,0.600484916,0.129305225,1.0,1
6472,7740.0,1.023873869,2.001485266,-4.769751832,3.819194585,-1.271754227,-1.734662427,-3.059245032,0.889804792,0.415382113,-3.955812344,3.572054816,-7.186451591,0.147242341,-5.249304549,1.678333674,-2.641473109,-1.31205856,-0.391716051,1.118263552,0.204137684,0.343282649,-0.054195664,0.709653952,-0.372215867,-2.032068366,0.366777602,0.395170669,0.020205539,1.0,1
6529,7891.0,-1.585505367,3.261584548,-4.137421983,2.357096252,-1.405043314,-1.879437193,-3.513686871,1.515606746,-1.207166361,-6.234561332,5.450746067,-7.333714067,1.361193324,-6.608068252,-0.481069425,-2.60247787,-4.835112052,-0.553026089,0.351948943,0.315957259,0.501543149,-0.546868812,-0.076583636,-0.425550367,0.123644186,0.321984539,0.264028161,0.13281672,1.0,1
